TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer
7646,2821,2024-06-28 00:00:00,Loan Payment,6676.314298,Loan,Student,Bilbao,43.263,-2.935,Online,USD,0,27.52,24.33,732,7615.54,High Income Segment,Premium Investment Services
7647,6646,2024-10-07 00:00:00,Deposit,3834.397467,Loan,Standard,Seville,37.3891,-5.9845,Mobile,USD,0,24.29,0,404,8144.84,High Income Segment,Premium Investment Services
7648,5945,2025-02-03 00:00:00,Deposit,6006.073775,Credit Card,Business,Zaragoza,41.6488,-0.8891,ATM,USD,46.16,0,0,650,7900.56,High Income Segment,Exclusive Platinum Package
7649,6374,2023-11-02 00:00:00,Transfer,3151.234663,Checking Account,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,511,2783.73,Low Income Segment,Financial Literacy Program Access
7650,3651,2024-01-03 00:00:00,Fee,11468.60888,Mortgage,Standard,Seville,37.3891,-5.9845,Branch,USD,0,0,0,628,4465.48,Middle Income Segment,Mid-tier Savings Booster
7651,5701,2025-03-07 00:00:00,Fee,2643.67854,Savings Account,Student,Seville,37.3891,-5.9845,Online,EUR,0,0,0,688,5745.02,Middle Income Segment,Mid-tier Savings Booster
7652,3877,2025-02-15 00:00:00,Card Payment,4323.402267,Mortgage,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,310,2273.14,Low Income Segment,Financial Literacy Program Access
7653,6582,2023-12-01 00:00:00,Withdrawal,2213.858265,Mortgage,Student,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,331,3003.93,Middle Income Segment,Mid-tier Savings Booster
7654,6390,2024-03-20 00:00:00,Deposit,5460.373597,Checking Account,Standard,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,540,5959.47,Middle Income Segment,Mid-tier Savings Booster
7655,5083,2024-07-24 00:00:00,Card Payment,2898.754104,Checking Account,Standard,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,449,7197.27,High Income Segment,Premium Investment Services
7656,1745,2023-12-30 00:00:00,Card Payment,518.1395758,Checking Account,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,658,8679.53,High Income Segment,Premium Investment Services
7657,9749,2023-06-24 00:00:00,Fee,8949.919187,Credit Card,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,20.16,0,0,503,6224.59,Middle Income Segment,Gold Card with Travel Benefits
7658,1941,2024-12-20 00:00:00,Withdrawal,3787.892462,Credit Card,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,35.5,0,0,602,7267.49,High Income Segment,Exclusive Platinum Package
7659,5023,2023-07-03 00:00:00,Withdrawal,3722.077874,Savings Account,Platinum,Madrid,40.4168,-3.7038,Branch,EUR,0,0,0,703,8760.31,High Income Segment,Premium Investment Services
7660,3296,2025-05-13 00:00:00,Transfer,3582.794103,Checking Account,Business,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,456,5058.12,Middle Income Segment,Mid-tier Savings Booster
7661,1939,2025-02-20 00:00:00,Deposit,13276.34033,Mortgage,Business,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,356,5131.63,Middle Income Segment,Mid-tier Savings Booster
7662,2610,2023-04-19 00:00:00,Withdrawal,149.8563859,Savings Account,Gold,Seville,37.3891,-5.9845,Online,EUR,0,0,0,390,8571.85,High Income Segment,Premium Investment Services
7663,7300,2023-03-03 00:00:00,Withdrawal,2544.573168,Credit Card,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,17.57,0,0,429,1934.8,Low Income Segment,Financial Literacy Program Access
7664,2725,2023-06-14 00:00:00,Withdrawal,6782.21383,Loan,Standard,Seville,37.3891,-5.9845,Mobile,EUR,0,95.48,0,655,6321.68,Middle Income Segment,Personal Loan Cashback Offer
7665,9853,2024-09-16 00:00:00,Deposit,4021.748628,Loan,Student,Bilbao,43.263,-2.935,Online,EUR,0,16.93,0,320,4794.4,Middle Income Segment,Personal Loan Cashback Offer
7666,8187,2023-02-23 00:00:00,Transfer,3705.86168,Savings Account,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,402,7418.05,High Income Segment,Premium Investment Services
7667,1032,2023-09-07 00:00:00,Loan Payment,6736.667645,Credit Card,Business,Valencia,39.4699,-0.3763,Mobile,USD,40.98,0,191.27,477,6524.26,Middle Income Segment,Gold Card with Travel Benefits
7668,6985,2024-07-10 00:00:00,Fee,132.1786895,Savings Account,Platinum,Seville,37.3891,-5.9845,Online,EUR,0,0,0,799,5387.82,Middle Income Segment,Mid-tier Savings Booster
7669,4414,2025-04-03 00:00:00,Card Payment,5877.694348,Credit Card,Gold,Malaga,36.7213,-4.4214,Online,EUR,16.48,0,0,620,9380.53,High Income Segment,Exclusive Platinum Package
7670,2156,2024-12-29 00:00:00,Card Payment,6519.446024,Checking Account,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,474,9052.04,High Income Segment,Premium Investment Services
7671,4126,2024-12-08 00:00:00,Deposit,3927.383937,Loan,Business,Seville,37.3891,-5.9845,ATM,USD,0,43.08,0,773,4187.62,Middle Income Segment,Personal Loan Cashback Offer
7672,9252,2024-02-08 00:00:00,Deposit,2089.265227,Mortgage,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,423,1267.03,Low Income Segment,Financial Literacy Program Access
7673,2543,2024-09-27 00:00:00,Card Payment,5759.212699,Checking Account,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,309,1482.95,Low Income Segment,Financial Literacy Program Access
7674,1271,2024-10-30 00:00:00,Deposit,13417.77027,Mortgage,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,655,3368.49,Middle Income Segment,Mid-tier Savings Booster
7675,6295,2025-01-11 00:00:00,Loan Payment,3278.389643,Savings Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,189.05,566,1123.29,Low Income Segment,No-Fee Basic Account
7676,5076,2023-06-28 00:00:00,Fee,10506.73851,Loan,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,0,96.1,0,594,7308.89,High Income Segment,Premium Investment Services
7677,6902,2024-06-14 00:00:00,Fee,14880.03243,Mortgage,Gold,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,798,5759.09,Middle Income Segment,Mid-tier Savings Booster
7678,3709,2024-11-15 00:00:00,Withdrawal,2493.468001,Savings Account,Student,Seville,37.3891,-5.9845,Online,EUR,0,0,0,802,3023.29,Middle Income Segment,Mid-tier Savings Booster
7679,6221,2024-08-31 00:00:00,Card Payment,9148.958651,Credit Card,Student,Seville,37.3891,-5.9845,Mobile,EUR,19.8,0,0,710,7599.74,High Income Segment,Exclusive Platinum Package
7680,9529,2024-10-02 00:00:00,Card Payment,2690.417484,Checking Account,Business,Bilbao,43.263,-2.935,Online,EUR,0,0,0,691,7064.74,High Income Segment,Premium Investment Services
7681,7722,2023-05-31 00:00:00,Card Payment,7295.89332,Credit Card,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,40.78,0,0,598,6642.3,Middle Income Segment,Gold Card with Travel Benefits
7682,9201,2023-02-09 00:00:00,Withdrawal,7030.317953,Checking Account,Student,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,671,1477.82,Low Income Segment,Financial Literacy Program Access
7683,5144,2024-04-07 00:00:00,Card Payment,6473.343297,Loan,Business,Valencia,39.4699,-0.3763,ATM,EUR,0,12.51,0,712,5428.41,Middle Income Segment,Personal Loan Cashback Offer
7684,6606,2023-07-07 00:00:00,Transfer,9339.873798,Mortgage,Standard,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,476,7730.49,High Income Segment,Exclusive Platinum Package
7685,7766,2024-04-28 00:00:00,Deposit,9492.96661,Credit Card,Platinum,Murcia,37.9847,-1.1287,ATM,EUR,29.62,0,0,405,2702.45,Low Income Segment,Financial Literacy Program Access
7686,1730,2024-08-23 00:00:00,Transfer,2464.190529,Credit Card,Student,Seville,37.3891,-5.9845,ATM,EUR,18.65,0,0,370,8217.65,High Income Segment,Exclusive Platinum Package
7687,5890,2024-07-23 00:00:00,Deposit,5313.635313,Mortgage,Gold,Madrid,40.4168,-3.7038,Branch,EUR,0,0,0,700,1005.74,Low Income Segment,Financial Literacy Program Access
7688,2648,2025-04-13 00:00:00,Fee,11510.23923,Mortgage,Gold,Seville,37.3891,-5.9845,Mobile,EUR,0,0,0,770,2521.82,Low Income Segment,Financial Literacy Program Access
7689,5228,2023-09-15 00:00:00,Card Payment,1704.067079,Savings Account,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,0,0,0,772,9319.73,High Income Segment,Premium Investment Services
7690,3130,2024-10-30 00:00:00,Transfer,3908.894679,Checking Account,Platinum,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,374,8647.39,High Income Segment,Premium Investment Services
7691,5366,2024-12-01 00:00:00,Fee,256.4213703,Savings Account,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,339,2130.61,Low Income Segment,No-Fee Basic Account
7692,2506,2024-10-22 00:00:00,Withdrawal,5535.417678,Credit Card,Business,Zaragoza,41.6488,-0.8891,Branch,EUR,29.68,0,0,751,1353.29,Low Income Segment,Financial Literacy Program Access
7693,3158,2025-03-04 00:00:00,Card Payment,9344.597069,Mortgage,Platinum,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,688,3818.14,Middle Income Segment,Mid-tier Savings Booster
7694,3916,2024-11-07 00:00:00,Fee,1037.04312,Loan,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,29.9,0,659,5635.11,Middle Income Segment,Personal Loan Cashback Offer
7695,4229,2025-01-26 00:00:00,Loan Payment,2393.070772,Credit Card,Student,Murcia,37.9847,-1.1287,Branch,USD,19.98,0,8.36,646,8861.64,High Income Segment,Exclusive Platinum Package
7696,7265,2023-01-26 00:00:00,Transfer,4242.673526,Credit Card,Student,Malaga,36.7213,-4.4214,Online,EUR,0.01,0,0,410,1651.7,Low Income Segment,Financial Literacy Program Access
7697,5136,2024-01-18 00:00:00,Card Payment,6093.750608,Checking Account,Business,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,552,8372.05,High Income Segment,Premium Investment Services
7698,3689,2023-05-04 00:00:00,Card Payment,112.9048129,Savings Account,Standard,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,825,9029.94,High Income Segment,Premium Investment Services
7699,8190,2023-08-16 00:00:00,Deposit,2589.044723,Checking Account,Standard,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,683,2097.96,Low Income Segment,Financial Literacy Program Access
7700,3810,2024-08-26 00:00:00,Fee,57.59223367,Credit Card,Student,Malaga,36.7213,-4.4214,Online,EUR,31.09,0,0,618,2820.86,Low Income Segment,Financial Literacy Program Access
7701,7152,2025-01-15 00:00:00,Card Payment,7774.19137,Mortgage,Student,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,807,7381.01,High Income Segment,Exclusive Platinum Package
7702,1012,2023-04-08 00:00:00,Card Payment,6199.226287,Loan,Standard,Madrid,40.4168,-3.7038,Online,USD,0,42.5,0,493,9874.17,High Income Segment,Premium Investment Services
7703,6938,2023-05-30 00:00:00,Transfer,5892.221559,Checking Account,Standard,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,465,1279.25,Low Income Segment,Financial Literacy Program Access
7704,8999,2023-11-05 00:00:00,Deposit,48.08482009,Credit Card,Business,Murcia,37.9847,-1.1287,Branch,USD,21.92,0,0,794,9695.83,High Income Segment,Exclusive Platinum Package
7705,8219,2024-01-03 00:00:00,Card Payment,3785.715586,Savings Account,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,680,4437.51,Middle Income Segment,Mid-tier Savings Booster
7706,6328,2023-03-06 00:00:00,Card Payment,6950.553185,Checking Account,Gold,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,485,6729.75,Middle Income Segment,Mid-tier Savings Booster
7707,4621,2025-01-20 00:00:00,Transfer,3111.457593,Credit Card,Standard,Madrid,40.4168,-3.7038,Online,EUR,46.01,0,0,612,2426.54,Low Income Segment,Financial Literacy Program Access
7708,4683,2023-01-01 00:00:00,Transfer,1667.793882,Savings Account,Standard,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,605,1245.8,Low Income Segment,No-Fee Basic Account
7709,8872,2023-09-05 00:00:00,Loan Payment,10.31531491,Savings Account,Gold,Seville,37.3891,-5.9845,ATM,EUR,0,0,108.06,814,6769.09,Middle Income Segment,Mid-tier Savings Booster
7710,6310,2024-09-07 00:00:00,Fee,5335.131295,Loan,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0,35.98,0,571,7834.83,High Income Segment,Premium Investment Services
7711,1652,2023-03-02 00:00:00,Loan Payment,9139.619022,Mortgage,Gold,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0.95,665,2023.62,Low Income Segment,Financial Literacy Program Access
7712,6799,2024-06-09 00:00:00,Withdrawal,1534.320208,Loan,Student,Murcia,37.9847,-1.1287,Mobile,USD,0,89.35,0,370,7048.75,High Income Segment,Premium Investment Services
7713,9812,2023-06-12 00:00:00,Card Payment,3279.691528,Savings Account,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,458,1962.14,Low Income Segment,No-Fee Basic Account
7714,4790,2025-01-19 00:00:00,Transfer,2856.972931,Checking Account,Student,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,617,2161.44,Low Income Segment,Financial Literacy Program Access
7715,2645,2024-07-05 00:00:00,Fee,10032.48116,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,490,6048.75,Middle Income Segment,Mid-tier Savings Booster
7716,5512,2024-04-25 00:00:00,Withdrawal,1256.223791,Savings Account,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,707,9944.14,High Income Segment,Premium Investment Services
7717,5759,2025-04-19 00:00:00,Card Payment,11545.52221,Mortgage,Student,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,429,5036.47,Middle Income Segment,Mid-tier Savings Booster
7718,6874,2024-03-21 00:00:00,Withdrawal,4283.420244,Checking Account,Standard,Seville,37.3891,-5.9845,Online,EUR,0,0,0,673,6092.92,Middle Income Segment,Mid-tier Savings Booster
7719,4688,2023-08-14 00:00:00,Loan Payment,5219.902616,Credit Card,Business,Seville,37.3891,-5.9845,Mobile,EUR,39.34,0,193.85,535,7219.88,High Income Segment,Exclusive Platinum Package
7720,8689,2023-04-07 00:00:00,Withdrawal,4779.832612,Credit Card,Business,Barcelona,41.3874,2.1686,Online,EUR,29.92,0,0,675,6517.33,Middle Income Segment,Gold Card with Travel Benefits
7721,2379,2024-01-24 00:00:00,Deposit,4200.612715,Savings Account,Platinum,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,659,8521.7,High Income Segment,Premium Investment Services
7722,5243,2024-04-25 00:00:00,Deposit,2766.878715,Savings Account,Platinum,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,351,8689.12,High Income Segment,Premium Investment Services
7723,7507,2023-05-20 00:00:00,Deposit,1992.088291,Loan,Business,Valencia,39.4699,-0.3763,Online,EUR,0,96.39,0,489,1267.77,Low Income Segment,Financial Literacy Program Access
7724,8819,2024-12-18 00:00:00,Card Payment,3123.42548,Savings Account,Standard,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,558,9847.7,High Income Segment,Premium Investment Services
7725,9593,2024-09-16 00:00:00,Withdrawal,5033.187577,Credit Card,Standard,Barcelona,41.3874,2.1686,ATM,EUR,5.75,0,0,840,9108.36,High Income Segment,Exclusive Platinum Package
7726,3653,2024-06-13 00:00:00,Card Payment,683.3600226,Credit Card,Platinum,Madrid,40.4168,-3.7038,Online,USD,36.55,0,0,647,5225.86,Middle Income Segment,Gold Card with Travel Benefits
7727,6611,2024-02-09 00:00:00,Card Payment,7220.140495,Loan,Standard,Seville,37.3891,-5.9845,Online,USD,0,98.58,0,584,5613.14,Middle Income Segment,Personal Loan Cashback Offer
7728,7127,2025-04-25 00:00:00,Transfer,626.2107371,Checking Account,Business,Murcia,37.9847,-1.1287,ATM,EUR,0,0,0,328,7128.55,High Income Segment,Premium Investment Services
7729,4923,2025-01-16 00:00:00,Fee,10804.02825,Mortgage,Platinum,Seville,37.3891,-5.9845,Online,EUR,0,0,0,559,8955.32,High Income Segment,Exclusive Platinum Package
7730,9459,2023-09-18 00:00:00,Deposit,6407.977187,Credit Card,Gold,Murcia,37.9847,-1.1287,ATM,EUR,40.08,0,0,646,3457.78,Middle Income Segment,Gold Card with Travel Benefits
7731,6912,2025-04-27 00:00:00,Deposit,7357.02372,Mortgage,Platinum,Madrid,40.4168,-3.7038,ATM,USD,0,0,0,343,6883.6,Middle Income Segment,Mid-tier Savings Booster
7732,6130,2024-05-24 00:00:00,Deposit,3736.238986,Savings Account,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,442,6464.56,Middle Income Segment,Mid-tier Savings Booster
7733,6439,2024-07-03 00:00:00,Loan Payment,1403.950274,Savings Account,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,1.01,388,1244.86,Low Income Segment,No-Fee Basic Account
7734,8880,2023-05-20 00:00:00,Loan Payment,3485.507444,Checking Account,Standard,Valencia,39.4699,-0.3763,Branch,EUR,0,0,125.97,821,4504.95,Middle Income Segment,Mid-tier Savings Booster
7735,7449,2024-02-03 00:00:00,Deposit,242.4662176,Mortgage,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,463,3342.94,Middle Income Segment,Mid-tier Savings Booster
7736,2725,2023-01-09 00:00:00,Deposit,9666.897503,Credit Card,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,36.35,0,0,667,1773.16,Low Income Segment,Financial Literacy Program Access
7737,8522,2025-04-27 00:00:00,Card Payment,710.1936303,Loan,Business,Malaga,36.7213,-4.4214,Online,USD,0,8.96,0,455,8929.78,High Income Segment,Premium Investment Services
7738,5784,2024-11-16 00:00:00,Loan Payment,1030.46865,Credit Card,Platinum,Madrid,40.4168,-3.7038,Branch,EUR,44.54,0,46.58,685,9718.01,High Income Segment,Exclusive Platinum Package
7739,2232,2024-04-29 00:00:00,Fee,7381.280772,Mortgage,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,598,9473.75,High Income Segment,Exclusive Platinum Package
7740,9808,2025-03-15 00:00:00,Transfer,5610.218,Mortgage,Gold,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,519,2472.87,Low Income Segment,Financial Literacy Program Access
7741,9338,2023-02-22 00:00:00,Fee,5211.627645,Credit Card,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,5.78,0,0,393,6182.93,Middle Income Segment,Gold Card with Travel Benefits
7742,8446,2024-06-14 00:00:00,Card Payment,8169.098394,Credit Card,Student,Madrid,40.4168,-3.7038,Branch,EUR,31.39,0,0,492,8662.58,High Income Segment,Exclusive Platinum Package
7743,5616,2023-06-16 00:00:00,Transfer,1243.46948,Checking Account,Student,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,745,7744.73,High Income Segment,Premium Investment Services
7744,5725,2024-07-23 00:00:00,Withdrawal,3191.821804,Savings Account,Standard,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,327,2374.9,Low Income Segment,No-Fee Basic Account
7745,4677,2024-09-12 00:00:00,Withdrawal,148.2927537,Checking Account,Business,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,305,6883.36,Middle Income Segment,Mid-tier Savings Booster
7746,7287,2024-07-06 00:00:00,Fee,7729.71308,Credit Card,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,32.26,0,0,745,6043.87,Middle Income Segment,Gold Card with Travel Benefits
7747,9480,2023-03-25 00:00:00,Loan Payment,7979.713064,Credit Card,Gold,Valencia,39.4699,-0.3763,ATM,USD,37.95,0,35.88,655,5600.48,Middle Income Segment,Gold Card with Travel Benefits
7748,2409,2023-11-09 00:00:00,Deposit,4718.209712,Loan,Gold,Seville,37.3891,-5.9845,Branch,EUR,0,93.02,0,694,5759.67,Middle Income Segment,Personal Loan Cashback Offer
7749,9205,2023-05-14 00:00:00,Withdrawal,868.7211052,Savings Account,Gold,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,307,6185.25,Middle Income Segment,Mid-tier Savings Booster
7750,1256,2025-05-19 00:00:00,Card Payment,10072.80993,Loan,Student,Barcelona,41.3874,2.1686,Mobile,EUR,0,42.03,0,601,9465.11,High Income Segment,Premium Investment Services
7751,2721,2025-04-05 00:00:00,Loan Payment,4535.645963,Savings Account,Gold,Seville,37.3891,-5.9845,Branch,EUR,0,0,150.03,841,1464.57,Low Income Segment,No-Fee Basic Account
7752,2423,2024-03-02 00:00:00,Loan Payment,380.2450538,Savings Account,Gold,Valencia,39.4699,-0.3763,ATM,USD,0,0,89.56,634,4671.67,Middle Income Segment,Mid-tier Savings Booster
7753,5953,2023-09-27 00:00:00,Transfer,8645.329444,Mortgage,Business,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,656,5751.96,Middle Income Segment,Mid-tier Savings Booster
7754,3990,2024-03-19 00:00:00,Withdrawal,4679.880802,Savings Account,Standard,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,345,7168.99,High Income Segment,Premium Investment Services
7755,2195,2024-01-11 00:00:00,Fee,6300.050436,Credit Card,Student,Murcia,37.9847,-1.1287,Online,EUR,4.63,0,0,326,5248.03,Middle Income Segment,Gold Card with Travel Benefits
7756,5559,2025-02-20 00:00:00,Card Payment,4092.705942,Savings Account,Standard,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,538,3955.29,Middle Income Segment,Mid-tier Savings Booster
7757,5365,2024-07-23 00:00:00,Loan Payment,1798.134441,Checking Account,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,151.42,818,6205.54,Middle Income Segment,Mid-tier Savings Booster
7758,2244,2025-04-20 00:00:00,Fee,1538.162296,Mortgage,Business,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,429,1845.68,Low Income Segment,Financial Literacy Program Access
7759,7766,2025-04-29 00:00:00,Fee,4678.651041,Loan,Standard,Zaragoza,41.6488,-0.8891,ATM,EUR,0,97.6,0,520,1962.97,Low Income Segment,Financial Literacy Program Access
7760,6302,2023-06-18 00:00:00,Card Payment,1973.851471,Savings Account,Platinum,Barcelona,41.3874,2.1686,Online,USD,0,0,0,728,1033.68,Low Income Segment,No-Fee Basic Account
7761,2306,2024-10-18 00:00:00,Withdrawal,9764.473306,Loan,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0,61.1,0,476,4003.58,Middle Income Segment,Personal Loan Cashback Offer
7762,3402,2024-09-18 00:00:00,Card Payment,3979.889398,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Mobile,USD,6.67,0,0,486,9044.23,High Income Segment,Exclusive Platinum Package
7763,1496,2023-12-10 00:00:00,Fee,2947.232792,Loan,Gold,Murcia,37.9847,-1.1287,Mobile,EUR,0,68.97,0,813,3624.04,Middle Income Segment,Personal Loan Cashback Offer
7764,4399,2023-06-25 00:00:00,Fee,4421.688669,Savings Account,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,833,3122.18,Middle Income Segment,Mid-tier Savings Booster
7765,1909,2024-07-27 00:00:00,Deposit,9720.457144,Loan,Gold,Malaga,36.7213,-4.4214,ATM,EUR,0,28.91,0,565,8844.1,High Income Segment,Premium Investment Services
7766,1372,2023-06-26 00:00:00,Card Payment,6530.321558,Credit Card,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,48.16,0,0,483,5943.88,Middle Income Segment,Gold Card with Travel Benefits
7767,7236,2023-01-26 00:00:00,Fee,1037.048289,Savings Account,Gold,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,396,8768.77,High Income Segment,Premium Investment Services
7768,2344,2023-03-10 00:00:00,Deposit,2552.900132,Loan,Standard,Seville,37.3891,-5.9845,Mobile,USD,0,26.17,0,463,1981.32,Low Income Segment,Financial Literacy Program Access
7769,9515,2024-09-28 00:00:00,Withdrawal,6107.183464,Loan,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,0,22,0,485,1417.3,Low Income Segment,Financial Literacy Program Access
7770,3431,2024-11-27 00:00:00,Fee,5197.679526,Credit Card,Student,Madrid,40.4168,-3.7038,Mobile,USD,41.26,0,0,381,8861.29,High Income Segment,Exclusive Platinum Package
7771,5670,2023-01-25 00:00:00,Loan Payment,2002.806046,Checking Account,Student,Valencia,39.4699,-0.3763,ATM,EUR,0,0,36.15,597,6204.36,Middle Income Segment,Mid-tier Savings Booster
7772,3784,2025-05-04 00:00:00,Card Payment,968.8662655,Checking Account,Student,Barcelona,41.3874,2.1686,Branch,EUR,0,0,0,792,9264.23,High Income Segment,Premium Investment Services
7773,2695,2025-02-11 00:00:00,Fee,5421.197756,Mortgage,Student,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,649,4088.6,Middle Income Segment,Mid-tier Savings Booster
7774,2907,2023-01-17 00:00:00,Deposit,4202.570239,Credit Card,Platinum,Murcia,37.9847,-1.1287,Branch,EUR,36.02,0,0,337,5249.84,Middle Income Segment,Gold Card with Travel Benefits
7775,5814,2024-04-14 00:00:00,Loan Payment,417.1021246,Checking Account,Platinum,Valencia,39.4699,-0.3763,ATM,EUR,0,0,21.72,584,9312.21,High Income Segment,Premium Investment Services
7776,1780,2024-09-22 00:00:00,Withdrawal,7016.201015,Loan,Business,Bilbao,43.263,-2.935,ATM,EUR,0,31.99,0,736,6665.47,Middle Income Segment,Personal Loan Cashback Offer
7777,2019,2024-03-05 00:00:00,Card Payment,29.43190066,Credit Card,Standard,Barcelona,41.3874,2.1686,ATM,EUR,32.68,0,0,590,9230.16,High Income Segment,Exclusive Platinum Package
7778,2403,2024-11-01 00:00:00,Transfer,1887.566979,Loan,Business,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,67.94,0,481,9455.5,High Income Segment,Premium Investment Services
7779,2426,2025-01-19 00:00:00,Transfer,1835.306323,Loan,Platinum,Madrid,40.4168,-3.7038,Online,USD,0,41.82,0,382,1582.81,Low Income Segment,Financial Literacy Program Access
7780,9855,2024-07-23 00:00:00,Deposit,10249.15564,Mortgage,Business,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,481,5227.53,Middle Income Segment,Mid-tier Savings Booster
7781,6868,2023-06-11 00:00:00,Withdrawal,7247.405091,Mortgage,Standard,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,531,6705.05,Middle Income Segment,Mid-tier Savings Booster
7782,1010,2023-05-05 00:00:00,Withdrawal,4171.018536,Savings Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,457,8914.52,High Income Segment,Premium Investment Services
7783,7330,2023-08-15 00:00:00,Fee,2597.75404,Credit Card,Gold,Malaga,36.7213,-4.4214,Online,EUR,26.52,0,0,645,4075.13,Middle Income Segment,Gold Card with Travel Benefits
7784,3825,2024-12-09 00:00:00,Transfer,1648.196329,Checking Account,Platinum,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,692,6223.67,Middle Income Segment,Mid-tier Savings Booster
7785,8464,2024-06-05 00:00:00,Fee,11965.99764,Mortgage,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0,0,0,834,4515.27,Middle Income Segment,Mid-tier Savings Booster
7786,4003,2023-08-08 00:00:00,Withdrawal,4350.326401,Credit Card,Gold,Madrid,40.4168,-3.7038,Mobile,USD,35.81,0,0,739,4248.44,Middle Income Segment,Gold Card with Travel Benefits
